area_title,ai_emp_24,total_emp_24,ai_per_1000_24,ai_emp_25,total_emp_25,ai_per_1000_25,delta_emp,pct_change_emp,delta_per_1000
"Greenville-Anderson-Greer, SC",560.0,427770.0,1.3091147111765669,660.0,434900.0,1.517590250632329,100.0,17.857142857142858,0.20847553945576225
"Louisville/Jefferson County, KY-IN",760.0,686050.0,1.1077909773340135,650.0,685190.0,0.9486419825157985,-110.0,-14.473684210526317,-0.1591489948182151
"Boulder, CO",740.0,195570.0,3.7838114230198907,630.0,192390.0,3.274598471854046,-110.0,-14.864864864864865,-0.5092129511658445
"Portland-South Portland, ME",560.0,284300.0,1.9697502638058388,620.0,288480.0,2.149195784803106,60.0,10.714285714285714,0.17944552099726696
"Huntsville, AL",1120.0,260190.0,4.304546677428033,620.0,266650.0,2.325145321582599,-500.0,-44.642857142857146,-1.9794013558454342
"Tulsa, OK",690.0,453400.0,1.521835024261138,600.0,458730.0,1.307958930089595,-90.0,-13.043478260869565,-0.21387609417154296
"Lansing-East Lansing, MI",380.0,213610.0,1.7789429333832687,600.0,217180.0,2.7626853301408967,220.0,57.89473684210527,0.983742396757628
"Boise City, ID",590.0,386560.0,1.5262831125827814,600.0,391790.0,1.5314326552489854,10.0,1.694915254237288,0.005149542666204043
"Trenton-Princeton, NJ",460.0,239220.0,1.9229161441351057,590.0,240190.0,2.456388692285274,130.0,28.26086956521739,0.5334725481501683
"Columbia, SC",520.0,385940.0,1.3473596932165621,590.0,394200.0,1.4967021816336885,70.0,13.461538461538462,0.14934248841712638
"Bloomington, IL",390.0,90160.0,4.32564330079858,590.0,88110.0,6.696175235501078,200.0,51.28205128205128,2.3705319347024982
"Albuquerque, NM",590.0,401280.0,1.4702950558213717,580.0,404700.0,1.4331603657029899,-10.0,-1.694915254237288,-0.037134690118381775
"Bridgeport-Stamford-Danbury, CT",370.0,402330.0,0.9196430790644495,570.0,404180.0,1.4102627542184176,200.0,54.054054054054056,0.4906196751539681
