institution_id,institution,ai_works,city,country,country_code,region,lat,lon,type
https://openalex.org/I10535382,Chongqing University of Posts and Telecommunications,1261,Chongqing,China,CN,,29.560260772705078,106.55770874023438,education
https://openalex.org/I96908189,Xinjiang University,1253,Ürümqi,China,CN,,43.800960540771484,87.60045623779297,education
https://openalex.org/I99464096,KU Leuven,1252,Leuven,Belgium,BE,Flanders,50.87959,4.70093,education
https://openalex.org/I3923682,Soochow University,1244,Suzhou,China,CN,Jiangsu,31.30408,120.59538,education
https://openalex.org/I39804081,Sorbonne Université,1239,Paris,France,FR,Île-de-France,48.85341,2.3488,education
https://openalex.org/I79576946,University of Pennsylvania,1239,Philadelphia,United States,US,Pennsylvania,39.95238,-75.16362,education
https://openalex.org/I9360294,University of Bologna,1238,Bologna,Italy,IT,Emilia-Romagna,44.49381,11.33875,education
https://openalex.org/I141945490,University of British Columbia,1233,Vancouver,Canada,CA,British Columbia,49.24966,-123.11934,education
https://openalex.org/I193775966,Yonsei University,1229,Seoul,South Korea,KR,Seoul,37.566,126.9784,education
https://openalex.org/I204512498,University of Macau,1217,Macao,Macao,MO,Macau,22.20056,113.54611,education
https://openalex.org/I861853513,Sapienza University of Rome,1208,Rome,Italy,IT,Lazio,41.89193,12.51133,education
https://openalex.org/I130769515,Pennsylvania State University,1203,State College,United States,US,Pennsylvania,40.79339,-77.86,education
https://openalex.org/I37987034,Guangzhou University,1196,Guangzhou,China,CN,,23.116670608520508,113.25,education
https://openalex.org/I875944469,Koneru Lakshmaiah Education Foundation,1194,Vijayawada,India,IN,,16.507450103759766,80.64659881591797,education
https://openalex.org/I887968799,RWTH Aachen University,1185,Aachen,Germany,DE,,50.776641845703125,6.0834197998046875,education
https://openalex.org/I164861460,Manipal Academy of Higher Education,1178,Manipal,India,IN,Karnataka,13.35,74.78333,education
https://openalex.org/I277688954,Université Paris-Saclay,1175,Gif-sur-Yvette,France,FR,Île-de-France,48.68333,2.13333,education
https://openalex.org/I55732556,Arizona State University,1154,Tempe,United States,US,Arizona,33.41477,-111.90931,education
https://openalex.org/I5023651,McGill University,1153,Montreal,Canada,CA,Quebec,45.50884,-73.58781,education
https://openalex.org/I4210136793,Peng Cheng Laboratory,1149,Shenzhen,China,CN,,22.54553985595703,114.06829833984375,facility
https://openalex.org/I197347611,Korea University,1142,Seoul,South Korea,KR,Seoul,37.566,126.9784,education
https://openalex.org/I153473198,North China Electric Power University,1141,Beijing,China,CN,,39.907501220703125,116.39723205566406,education
https://openalex.org/I161318765,"University of California, Los Angeles",1132,Los Angeles,United States,US,California,34.05223,-118.24368,education
https://openalex.org/I8204097,Ludwig-Maximilians-Universität München,1129,Munich,Germany,DE,Bavaria,48.13743,11.57549,education
https://openalex.org/I111599522,Jiangnan University,1112,Wuxi,China,CN,,31.568870544433594,120.28856658935547,education
https://openalex.org/I202697423,University of Zurich,1112,Zurich,Switzerland,CH,Zurich,47.36667,8.55,education
https://openalex.org/I91045830,Texas A&M University,1109,College Station,United States,US,Texas,30.62798,-96.33441,education
https://openalex.org/I106778892,Princess Nourah bint Abdulrahman University,1108,Riyadh,Saudi Arabia,SA,,24.68773078918457,46.72185134887695,education
https://openalex.org/I5124864,École Polytechnique Fédérale de Lausanne,1103,Lausanne,Switzerland,CH,Vaud,46.516,6.63282,education
https://openalex.org/I28407311,University of Manchester,1096,Manchester,United Kingdom,GB,England,53.48095,-2.23743,education
https://openalex.org/I862893732,Telkom University,1090,Bandung,Indonesia,ID,West Java,-6.92222,107.60694,education
https://openalex.org/I4210152380,Shenzhen Technology University,1083,Shenzhen,China,CN,,22.54553985595703,114.06829833984375,education
https://openalex.org/I43313876,Dalian Maritime University,1077,Dalian,China,CN,,38.9122200012207,121.60221862792969,education
https://openalex.org/I148128674,University of Shanghai for Science and Technology,1073,Shanghai,China,CN,,31.222219467163086,121.45806121826172,education
https://openalex.org/I4210145761,Shenzhen Institutes of Advanced Technology,1072,Shenzhen,China,CN,,22.54553985595703,114.06829833984375,facility
